Date,Mag.,SN Position,Type
2006 06 16,17.2,11 55 38.69 +44 23 01.4,IIn
2006 06 12,16.6,23 27 48.57 +14 28 27.0,Ia
2006 06 14,17.4,14 48 36.66 -04 44 30.7,Ia
2006 06 09,17.2,13 08 01.23 +26 06 59.0,IIn
2006 06 08,17.4,22 35 56.45 +20 19 17.1,II
2006 06 01,19.4,15 03 01.01 +21 41 40.6,II
2006 06 01,19.1,14 47 47.83 +23 17 58.6,IIn
2006 05 29,18.1,14 47 43.31 +09 39 33.9,IIn
2006 05 25,17.0,12 09 57.03 +47 05 43.9,Ia
2006 06 03,17.8,13 45 33.89 +35 36 36.6,Ia
2006 05 29,18.1,13 07 12.51 +58 08 06.1,II
2006 05 29,17.3,13 24 25.10 +30 57 22.7,Ia
2006 05 28,18.2,12 19 14.89 +22 25 38.2,Ia
2006 05 27,16.0,12 52 40.93 -39 01 48.9,II
2006 05 25,19.0,13 21 49.14 -23 51 04.6,II
2006 05 24,16.6,21 20 17.46 -01 41 02.7,Ia
2006 05 20,19.2,16 19 48.80 -10 03 25.2,II
2006 05 20,17.4,13 09 40.42 -01 02 57.2,Ic
2006 05 17,18.1,12 59 24.42 +28 20 51.7,Ia
2006 05 18,15.1,18 18 28.67 -54 41 45.6,II
2006 05 09,16.5,23 47 06.12 +29 28 50.6,Ia
2006 05 06,16.6,13 05 02.32 +28 44 24.0,Ia
2006 05 11,18.0,10 54 02.58 +46 01 36.3,Ia
2006 05 10,12.4,02 22 54.63 -21 14 29.4,Ia
2006 05 08,18.3,16 05 22.06 +17 45 05.5,IIP
2006 05 06,18.3,16 09 56.47 +43 07 35.9,Ia
2006 05 05,17.5,14 16 31.80 +39 35 15.9,Ib
2006 05 04,16.4,18 22 54.15 +12 26 03.2,II
2006 05 04,17.5,13 00 43.38 +27 57 41.8,Ia
2006 05 03,18.2,13 26 09.12 +35 55 58.0,II
2006 05 01,18.1,10 05 14.16 +21 28 32.0,II
2006 04 27,16.6,14 33 56.73 +03 47 55.8,Ia
2006 04 28,17.8,12 41 01.55 +63 31 11.6,IIn
2006 04 27,18.1,13 52 47.81 +05 18 49.4,Ia
2006 04 26,17.5,15 56 30.53 +20 02 45.6,Ia
2006 04 19,17.7,10 26 53.61 -03 42 51.0,II
2006 04 25,17.8,13 30 01.80 +13 24 56.8,Ia
2006 04 23,15.8,18 39 58.88 +39 58 56.8,Ia
2006 04 09,16.7,11 53 55.74 +52 21 09.4,II
2006 04 05,17.6,20 30 41.90 +09 11 40.8,IIn
2006 04 05,18.4,20 00 15.75 -38 34 18.3,Ia
2006 04 05,18.1,11 18 21.41 +28 12 43.5,Ia
2006 04 04,17.3,15 39 50.62 +14 11 21.3,II
2006 04 03,16.9,15 04 33.61 +35 57 51.1,Ia
2006 03 26,17.3,12 22 19.16 +07 37 25.3,II
2006 03 25,18.1,13 59 11.52 +27 52 17.5,?
2006 04 02,14.8,22 40 16.10 -66 29 06.3,Ia
2006 03 27,18.4,11 35 25.17 +54 57 37.4,?
2006 03 27,17.7,12 58 50.68 +09 39 30.1,Ib?
2006 03 24,15.4,15 45 39.00 +28 05 19.2,II
2006 03 26,18.2,11 38 28.46 +20 31 34.4,Ia
2006 03 24,16.0,07 21 16.50 -68 59 57.3,II
2006 03 25,17.4,08 33 31.09 +41 31 04.1,Ia
2006 03 19,18.4,09 43 13.40 -09 36 53.0,IIb
2006 03 23,17.1,12 12 14.68 +56 10 45.8,Ia
2006 02 24,19.0,15 59 12.76 +20 44 27.9,Ia
2006 03 20,17.1,11 24 03.46 -12 17 29.2,Ia
2006 03 15,14.9,05 04 18.18 -63 34 57.3,Ia
2006 02 19,18.3,02 57 46.48 -36 42 26.2,?
2006 03 07,17.2,17 57 13.56 +12 11 03.2,II
2006 03 08,17.1,13 12 41.11 +63 16 45.4,II
2006 02 24,19.9,13 51 24.88 -11 15 26.8,Ia
2006 03 05,18.2,10 37 30.75 +65 00 58.1,Ia
2006 03 05,18.6,11 48 19.49 +38 44 48.0,II
2006 03 02,17.2,17 30 41.19 +06 16 33.1,Ia
2006 03 01,17.6,15 59 19.25 +65 13 43.6,II
2006 02 21,17.9,12 14 38.68 +12 13 46.9,Ia
2006 02 22,18.5,14 27 37.24 +41 15 35.4,IIn
2006 02 19,16.9,10 39 28.26 +05 11 00.3,Ia
2006 02 17,15.8,11 09 32.83 +28 37 50.3,Ia
2006 02 18,17.6,03 21 39.71 +16 52 02.6,Ib/c
2006 02 17,16.2,07 29 52.16 -84 02 20.5,II
2006 02 09,18.6,13 46 13.71 -09 07 50.6,Ia
2006 02 09,17.9,12 00 17.12 +28 36 22.0,IIn
2006 02 04,19.5,10 33 57.18 +20 20 25.7,Ia
2006 02 02,20.7,14 48 23.27 +21 47 51.5,Ia
2006 02 08,18.9,09 07 43.11 +12 03 06.5,II
2006 02 09,16.0,12 41 44.86 +35 04 07.1,Ia
2006 02 09,18.0,02 48 53.92 +53 02 20.8,Ic
2006 02 08,18.1,11 53 19.89 +20 45 18.2,IIn
2006 02 01,20.4,13 44 58.07 +26 18 25.7,?
2006 02 03,17.7,07 13 17.19 -51 41 18.8,II
2006 02 04,17.0,12 22 53.99 +15 48 33.1,Ia
2006 02 05,16.6,14 27 26.09 +25 31 09.8,II
2006 02 04,18.0,11 31 30.01 -02 17 52.2,II
2006 01 30,17.2,09 54 30.21 -25 42 29.3,IIb
2006 01 26,17.0,12 45 39.10 +35 05 12.4,Ia
2006 01 26,17.5,16 23 20.82 +37 15 49.8,Ia
2006 01 24,17.2,01 38 18.74 +35 21 54.5,II?
2006 01 23,17.5,03 19 17.90 -12 06 18.3,Ia?
2006 01 22,17.2,01 01 20.71 +31 30 09.4,II?
2006 01 21,15.0,06 08 31.24 +64 43 25.1,Ia
2006 01 17,18.5,13 27 19.76 +31 47 14.5,IIn
2006 01 17,19.9,13 07 11.76 +28 38 46.2,IIn
2006 01 17,18.6,11 29 46.26 -17 25 17.8,II
2006 01 20,18.3,00 20 20.15 +07 42 07.0,II
2006 01 19,18.1,10 59 30.03 +75 11 34.0,?
2006 01 15,17.0,03 26 01.49 +40 41 42.5,Ia-p
2006 01 13,17.5,01 24 35.83 +01 43 15.8,II
2006 01 11,17.3,02 28 11.37 +19 36 13.5,Ib
2006 01 12,14.3,13 53 28.65 +05 12 22.8,Ia
2006 01 11,15.6,12 52 33.94 -09 46 30.8,Ia
2006 01 06,17.5,12 02 32.50 +41 02 40.2,II
2006 01 08,16.7,23 21 09.78 +33 24 01.2,Ia
2006 01 02,18.1,23 47 03.78 +29 28 55.7,?
2005 05 25,15.0,18 32 32.58 +26 20 22.6,Ic?
2005 12 17,17.2,12 13 37.61 +16 07 16.2,Ic
2005 12 31,16.1,07 01 36.62 +14 07 59.7,Ia
2005 12 31,18.2,03 19 49.88 +41 30 18.6,Ia
2005 12 30,17.8,04 01 53.13 -41 56 08.3,II
2005 07 01,19.4,21 40 08.2  +10 39 14.0,II
2005 06 25,19.2,17 37 44.2  +11 09 03.7,II
2005 06 21,19.6,20 45 16.8  -03 49 35.7,Ia
2005 05 19,17.4,21 35 52.5  -26 27 03.5,Ia
2005 02 03,18.0,10 24 12.9  -03 44 50.6,IIn
2005 12 27,17.9,08 49 14.34 +36 07 47.9,Ia
2005 12 13,24.2,12 36 32.25 +62 15 14.5,Ia?
2005 11 27,22.4,23 20 21.79 -00 20 59.6,Ia
2005 11 24,22.3,01 04 45.68 +00 03 20.3,Ia
2005 11 23,22.5,03 50 12.90 -00 14 24.8,Ia
2005 11 23,21.2,03 49 18.44 -00 41 31.4,Ia
2005 11 20,22.2,00 13 09.55 +01 08 43.9,Ib
2005 11 14,20.5,02 14 04.42 -00 14 21.1,Ia
2005 11 08,21.9,22 42 40.64 +00 49 58.9,II
2005 11 03,22.5,21 31 49.44 -01 04 09.8,IIn?
2005 11 01,22.6,22 21 02.65 -00 44 53.4,Ia
2005 10 31,23.1,02 44 56.68 +00 12 12.9,Ia?
2005 12 27,16.2,00 16 44.21 +07 04 19.8,II
2005 12 25,17.4,09 08 42.33 +44 48 51.4,Ic
2005 12 23,17.5,01 30 09.22 -42 41 07.0,II
2005 12 25,18.1,06 47 19.11 +33 34 24.9,II?
2005 12 23,17.0,08 27 06.36 +21 38 45.6,Ia
2005 12 21,19.3,13 05 52.46 +41 42 59.0,II
2005 12 24,17.9,04 49 53.91 -10 45 23.4,IIn?
2005 12 24,17.8,02 10 49.76 +34 58 58.2,Ia
2005 12 21,18.6,01 23 28.84 +30 46 45.7,IIn
2005 12 19,16.9,02 22 39.01 +28 15 07.1,II?
2005 12 14,18.8,11 08 03.21 -12 29 09.4,II
2005 12 06,18.7,04 08 56.47 +27 11 50.8,?
2005 12 11,17.1,02 36 03.71 -17 15 50.0,Ia
2005 12 10,15.7,11 42 26.21 +20 07 05.0,Ia
2005 12 09,15.8,02 54 15.97 +42 43 29.8,Ia
2005 12 04,18.5,07 11 39.03 -26 42 20.2,Ic
2005 11 24,22.7,02 41 36.04 +00 12 18.1,Ia
2005 11 24,22.2,01 47 42.80 +00 12 26.0,Ia
2005 11 24,21.9,00 37 11.86 -01 12 12.3,Ia
2005 11 20,20.4,00 27 00.12 -00 35 11.8,Ia
2005 11 10,21.0,00 15 04.91 +00 21 18.5,II?
2005 11 08,22.5,22 28 06.87 -01 07 41.4,Ia
2005 11 08,21.7,21 59 49.43 -01 11 37.3,Ia
2005 11 07,22.5,01 57 43.03 -00 10 46.0,Ia
2005 11 04,22.6,22 23 15.45 +00 15 10.9,Ia
2005 11 04,22.1,21 55 48.34 +01 10 50.9,Ia
2005 11 03,23.0,01 16 20.07 -00 48 28.1,Ia
2005 11 03,22.4,23 18 42.09 -01 12 17.5,Ia
2005 11 02,22.3,22 31 32.29 -00 29 36.8,Ia
2005 11 02,22.1,21 40 00.48 -00 00 28.5,Ia
2005 09 10,18.8,03 02 11.18 -01 09 59.4,II
2005 09 10,18.0,22 54 50.05 -00 15 09.0,II
2005 11 30,17.6,12 52 15.68 +27 31 52.5,II/I
2005 12 01,18.7,19 00 49.82 +50 53 01.8,Ic
2005 11 24,22.3,02 24 36.25 -04 10 54.9,Ia
2005 11 26,17.3,10 14 26.09 +77 49 19.4,II
2005 11 19,20.0,09 36 06.05 +24 24 13.8,Ia
2005 11 19,19.2,08 34 11.15 +06 16 34.9,Ia
2005 11 10,20.7,22 59 42.61 -00 00 49.3,Ia
2005 11 07,20.5,01 10 58.05 +00 16 34.1,Ia
2005 11 04,22.5,21 37 56.56 -00 01 56.9,Ib/c
2005 11 03,22.1,03 08 29.66 +00 53 20.2,Ib/c
2005 11 02,22.8,23 11 20.91 -00 36 31.1,Ia
2005 11 01,21.8,00 30 53.16 -00 43 07.8,Ia
2005 10 28,22.6,23 50 05.02 -00 55 17.0,Ia
2005 10 24,22.1,21 15 32.45 -00 21 19.2,Ia?
2005 11 22,17.5,11 20 48.72 +32 17 25.2,Ia
2005 11 22,14.6,12 24 35.68 +39 23 03.5,Ic
2005 11 17,17.7,10 39 40.02 +25 19 25.1,II
2005 11 17,16.3,08 40 09.18 -05 36 02.2,IIn
2005 11 18,18.0,10 40 28.22 +09 12 08.4,Ia
2005 11 17,18.7,10 01 25.41 +15 46 49.4,II
2005 11 17,17.0,21 11 39.15 -23 10 20.0,Ia
2005 11 11,17.2,07 47 26.51 +26 55 32.4,Ic
2005 11 13,17.2,03 35 04.35 -24 56 38.8,Ia
2005 11 12,17.0,04 03 16.88 +71 43 18.9,IIn
2005 11 09,18.2,22 34 07.34 +05 34 06.3,Ia
2005 11 05,18.1,00 50 50.68 +00 51 13.0,II
2005 10 20,22.1,22 13 55.96 +01 05 11.4,Ia
2005 10 11,22.4,01 31 27.06 -00 37 53.8,Ia
2005 10 20,22.1,23 13 51.60 +01 15 25.2,Ia
2005 10 25,22.4,21 34 20.17 -00 40 54.1,Ia?
2005 10 25,22.2,20 40 19.25 -00 00 25.8,Ia
2005 10 28,22.8,02 40 50.12 +00 59 35.3,Ia
2005 10 28,22.5,02 36 28.04 +00 30 40.6,Ia
2005 10 30,23.2,02 50 40.16 -00 03 57.5,Ia
2005 10 20,20.6,01 34 41.52 -00 36 19.3,Ia
2005 10 30,22.1,01 00 12.37 +00 20 26.9,IIn
2005 10 30,21.3,20 29 47.68 +01 08 33.7,IIn
2005 10 28,22.1,02 09 50.39 -00 03 42.3,Ia
2005 10 26,22.2,03 28 21.68 -00 19 33.9,Ia
2005 10 26,21.7,00 19 00.83 -00 16 53.4,Ia
2005 10 26,23.4,21 52 18.98 +00 28 18.9,Ia
2005 10 23,22.2,21 32 56.12 -00 41 59.2,Ia
2005 10 20,21.3,01 45 59.43 +01 11 45.4,Ia
2005 10 28,22.9,20 56 44.66 +00 24 30.0,Ia?
2005 10 27,21.4,00 17 18.34 -00 15 26.1,Ia
2005 10 25,21.3,23 20 04.43 -00 03 19.7,Ia
2005 10 25,22.5,23 01 02.97 -00 12 26.5,Ia
2005 10 24,22.0,03 33 40.76 -00 06 43.5,Ia?
2005 10 24,20.9,02 35 26.62 +01 04 29.6,Ia?
2005 10 23,22.0,02 17 06.20 +00 32 05.4,Ia
2005 10 23,22.0,00 45 24.41 +01 04 32.1,Ia
2005 10 23,22.6,22 36 03.21 -00 22 04.5,Ia?
2005 10 21,22.1,23 55 52.64 +00 52 37.2,Ia
2005 10 21,21.4,21 52 16.47 +00 16 01.5,Ia
2005 10 21,22.5,21 24 51.95 +00 23 08.2,Ia
2005 10 21,22.0,20 41 55.88 +01 05 31.2,Ia
2005 10 20,22.4,22 29 17.76 -00 05 32.5,Ia
2005 10 20,21.9,20 31 44.67 +00 14 41.1,Ia
2005 10 20,21.5,20 20 15.60 +00 13 02.6,Ia
2005 10 12,22.0,01 04 45.70 +00 30 50.1,Ia
2005 10 12,20.8,00 21 44.97 -00 19 30.1,Ia?
2005 10 28,21.1,01 16 43.76 +00 47 40.4,Ia
2005 11 05,17.2,23 58 32.50 -18 42 33.0,Ia
2005 11 05,15.5,09 32 06.42 +08 26 44.4,II
2005 11 03,18.5,05 50 24.64 +49 43 06.5,II
2005 09 26,21.3,02 13 28.18 -00 58 05.7,Ia?
2005 09 21,20.9,00 36 02.87 +00 50 06.0,Ia?
2005 09 03,21.0,01 53 06.77 +01 06 49.5,Ia?
2005 10 23,22.2,21 31 15.60 -01 03 25.2,Ia
2005 10 21,20.6,03 04 21.26 -01 03 46.6,Ia
2005 10 20,22.3,00 13 03.73 -00 37 12.5,Ia
2005 10 20,22.6,00 07 13.58 +00 20 56.3,Ia
2005 10 20,21.9,22 30 31.48 -00 30 09.6,Ia
2005 10 14,19.1,03 30 12.87 -00 58 28.5,Ia
2005 10 12,22.1,02 19 02.54 -00 16 22.2,Ia
2005 10 12,21.5,23 16 33.32 -00 39 47.5,Ia
2005 10 12,22.0,21 51 08.69 -00 50 34.6,Ia
2005 10 11,22.9,01 31 25.69 -00 36 12.2,Ia
2005 10 11,21.7,01 11 35.03 -00 00 21.2,Ia
2005 10 11,20.9,00 46 32.20 +00 50 17.7,Ia
2005 10 11,21.7,00 14 23.59 +00 19 59.0,Ia
2005 10 11,20.6,00 13 00.13 +00 14 53.6,Ia
2005 10 11,22.8,00 09 28.47 +01 09 17.7,Ia
2005 10 11,21.3,22 12 43.86 -00 02 05.7,Ia
2005 10 11,22.6,21 54 40.79 +00 24 48.4,Ia
2005 10 11,21.5,20 50 24.61 -00 10 04.4,Ia
2005 10 03,22.9,03 29 22.06 -01 05 40.9,Ia
2005 10 03,22.7,03 18 33.83 +00 07 24.1,Ia
2005 10 02,23.0,20 50 19.78 -00 49 31.0,Ia?
2005 10 02,22.2,20 28 52.60 -00 46 45.3,Ia
2005 09 26,20.9,00 59 24.10 +00 00 09.4,Ia
2005 09 23,23.0,21 57 04.25 -00 13 24.5,Ia
2005 09 15,20.6,21 39 00.65 -01 01 38.7,Ib
2005 09 12,18.9,20 55 19.79 +00 32 34.7,Ib
2005 10 30,17.5,00 27 50.87 -01 11 52.5,Ia-p
2005 10 26,17.3,01 26 48.27 -01 14 16.8,Ia
2005 10 23,18.9,02 41 00.24 +16 42 38.2,Ia
2005 10 20,19.3,04 13 05.51 -25 04 00.5,Ia
2005 10 25,18.6,01 55 41.87 +46 47 47.4,Ic/b
2005 10 25,16.7,01 27 05.97 +19 07 00.5,Ia
2005 10 24,18.6,22 39 45.44 +34 22 43.0,?
2005 10 21,17.8,04 16 12.37 -13 13 11.6,II
2005 10 12,18.5,01 56 47.94 -00 12 49.2,Ia
2005 10 13,19.5,06 45 31.64 +25 49 58.0,?
2005 10 13,18.3,06 21 49.04 +00 21 55.6,?
2005 10 11,18.3,21 05 20.69 -07 50 47.5,II?
2005 09 28,22.9,01 26 06.80 +00 40 36.8,Ia
2005 09 26,22.6,23 59 32.26 +00 44 13.8,Ia
2005 09 26,21.6,23 37 59.60 +00 38 31.6,Ia
2005 09 26,22.3,02 33 54.13 +00 16 50.6,Ia
2005 09 26,22.0,00 48 57.05 -00 54 20.6,Ia
2005 09 25,22.0,02 04 03.84 -00 21 57.0,Ia?
2005 09 22,22.1,22 13 10.25 +01 03 02.0,Ia
2005 09 22,21.3,03 36 37.49 +01 04 45.0,Ia
2005 09 22,22.4,03 33 48.97 +00 42 33.6,Ia
2005 09 14,22.5,03 41 59.29 -00 46 57.6,Ia
2005 09 14,22.3,01 10 49.19 +01 00 28.4,Ia
2005 10 12,18.4,05 48 49.07 -24 22 45.5,IIn
2005 10 09,18.0,03 42 39.30 -06 23 04.0,II
2005 10 05,18.2,00 49 50.02 +32 16 56.8,IIn
2005 10 04,18.5,03 08 16.05 -04 12 00.2,II
2005 09 26,18.6,03 01 11.95 -00 33 13.9,Ia-p
2005 09 24,19.8,00 55 52.68 +00 30 17.8,II
2005 09 23,21.8,20 50 36.35 -00 21 14.8,Ia?
2005 09 22,21.7,22 18 41.16 +00 38 21.1,Ia
2005 09 22,21.3,22 16 16.63 +00 42 29.2,Ia
2005 09 22,22.1,02 18 14.72 +00 47 47.6,Ia?
2005 09 22,21.2,01 59 51.03 +00 38 26.2,Ia
2005 09 22,21.2,01 21 37.62 -00 58 38.0,Ia
2005 09 22,19.4,01 16 12.58 +00 47 31.0,Ia
2005 09 22,21.3,01 07 43.76 -01 02 22.2,Ia
2005 09 21,20.8,22 03 41.21 +00 34 10.3,Ia
2005 09 16,21.0,03 20 21.70 -00 53 08.1,Ia
2005 09 15,21.8,22 56 48.34 +00 24 03.9,Ia
2005 09 15,20.9,03 30 49.04 -01 14 17.2,Ia
2005 09 15,21.1,03 05 22.43 +00 51 30.1,Ia
2005 09 14,21.0,02 50 32.09 +00 48 28.1,Ia
2005 09 14,21.2,02 42 04.98 -00 32 27.0,Ia
2005 09 14,22.1,02 04 52.97 -00 19 35.3,Ia
2005 09 14,21.6,01 08 22.02 -00 05 46.7,Ia
2005 09 14,21.5,00 53 44.05 -00 33 36.8,Ia?
2005 09 14,22.1,00 27 13.69 +01 07 14.2,Ia
2005 09 13,21.7,21 55 46.40 +00 35 36.7,Ia
2005 09 13,18.9,20 48 53.05 +00 11 28.0,Ia
2005 09 13,20.5,20 48 10.37 -01 10 17.1,Ia
2005 09 13,21.6,20 47 21.99 -01 15 11.9,Ia
2005 09 12,21.8,21 15 19.83 -00 22 58.6,Ib/c
2005 09 11,20.2,21 11 20.85 -00 26 43.3,Ia
2005 09 11,22.4,00 07 58.69 +00 38 17.4,Ia
2005 09 10,19.8,23 17 29.71 +00 25 45.8,Ia?
2005 09 10,21.8,22 36 04.20 -00 22 30.8,Ia
2005 09 10,21.0,22 30 41.41 -00 46 35.8,Ia
2005 09 10,21.1,22 19 27.32 +00 29 39.9,Ia
2005 09 10,22.3,21 35 11.76 +00 09 47.2,Ia
2005 09 10,21.7,21 21 39.25 +00 53 40.7,Ia
2005 09 10,21.2,03 01 17.54 -00 38 38.7,Ia
2005 09 10,21.1,01 39 36.08 -00 45 31.5,Ia
2005 09 03,21.4,03 07 10.97 +01 07 10.4,Ia?
2005 09 03,20.9,02 17 05.50 +00 16 49.1,Ia
2005 09 03,19.2,01 41 51.24 -00 52 35.0,Ia?
2005 10 04,15.1,03 39 23.74 +35 02 49.0,Ia
2005 10 03,16.0,02 31 04.93 +27 42 06.5,Ia
2005 10 04,17.9,02 27 43.26 +28 10 36.6,Ia
2005 09 23,18.3,02 56 30.53 +15 56 12.8,Ia
2005 09 30,18.4,23 25 47.62 +08 02 17.3,II
2005 09 29,18.7,22 50 00.84 +11 37 05.7,Ia-p
2005 09 30,17.4,03 08 49.31 -07 01 59.7,Ia-p
2005 09 30,18.0,16 56 35.49 +58 01 30.2,IIn
2005 09 27,18.3,07 59 13.94 +32 55 19.7,Ic
2005 09 27,17.5,07 59 12.61 +32 55 00.5,II
2005 09 27,18.1,03 13 47.71 -00 14 37.0,IIb?
2005 09 25,16.0,05 11 48.72 +05 11 39.4,Ia
2005 09 24,17.5,03 05 48.96 +36 46 10.6,Ic?
2005 09 23,17.4,18 53 38.48 +66 13 59.3,Ia
2005 09 09,19.9,21 56 47.64 +00 19 03.0,Ia?
2005 09 09,21.7,21 49 44.40 +00 39 27.4,Ia
2005 09 09,20.8,01 02 08.50 -00 52 44.4,Ia
2005 09 09,19.6,00 58 22.87 +00 40 44.4,Ia
2005 08 25,16.0,23 57 55.88 +32 38 14.5,II
2005 09 09,19.0,00 02 49.37 +00 45 04.3,Ia
2005 09 16,16.8,04 54 19.17 +01 38 27.6,Ia
2005 09 07,18.4,00 54 50.94 +29 14 46.8,?
2005 09 06,17.0,11 06 47.89 +57 41 07.5,?
2005 09 10,18.0,23 38 38.33 +05 26 17.3,II
2005 09 07,19.0,04 28 38.72 +70 20 49.0,?
2005 09 09,18.6,04 04 28.85 -17 54 27.5,II
2005 08 30,16.7,22 13 31.83 -27 33 19.6,II
2005 09 04,15.0,13 41 04.45 +67 40 20.3,Ia
2005 08 08,19.7,00 09 34.7  +12 45 21.4,II
2005 09 01,18.5,23 23 38.32 -19 00 24.5,?
2005 08 31,18.7,17 57 39.89 +27 50 18.4,IIn
2005 08 29,18.5,05 02 17.18 +07 38 21.4,?
2005 08 30,17.9,22 44 46.45 +33 27 37.6,?
2005 08 27,16.0,14 27 36.62 +41 15 15.0,?
2005 08 08,17.4,03 02 00.42 +41 34 34.2,Ia
2005 08 27,15.0,20 11 11.73 -48 16 35.5,?
2005 08 26,17.6,02 18 39.25 -06 54 10.8,Ia-p
2005 08 25,17.1,07 27 31.75 +85 45 15.0,II
2005 08 21,17.8,19 40 23.71 -55 12 05.1,?
2005 08 18,16.6,06 49 58.41 +61 37 08.5,?
2005 08 12,18.6,22 25 32.84 -24 14 20.1,Ia
2005 08 10,17.1,15 54 03.32 +23 08 09.9,Ia
2005 08 05,16.6,04 07 46.25 -29 51 28.1,Ic
2005 08 04,13.8,04 17 37.85 -62 46 09.5,Ia
2005 08 02,18.1,18 02 23.36 +26 03 07.7,Ia
2005 08 01,18.6,02 34 36.57 +01 20 53.2,II
2005 07 26,15.7,21 42 22.66 -44 47 21.2,Ia
2005 07 19,17.3,00 41 26.79 +25 29 51.6,IIn
2005 07 18,16.9,18 37 46.89 +17 32 35.3,Ic?
2005 07 17,16.0,12 37 27.85 +74 11 24.5,Ib
2005 07 15,17.9,18 26 49.11 +51 08 30.4,?
2005 07 16,15.5,01 58 54.79 +36 40 34.8,?
2005 07 11,18.5,22 16 39.61 -21 29 28.7,II
2005 07 10,17.6,01 53 42.56 +29 56 04.3,II
2005 07 10,16.1,19 11 24.51 -50 38 28.8,II
2005 07 01,17.3,00 39 40.50 -14 14 16.6,Ic?
2005 06 28,14.0,13 29 52.78 +47 10 35.7,II
2005 06 24,16.5,12 22 17.21 +12 23 49.3,Ia
2005 05 13,21.9,09 52 00.48 -20 43 26.5,Ia
2005 06 21,17.4,23 59 30.88 +18 12 09.6,IIn
2005 06 20,17.3,23 30 53.58 -02 56 18.4,?
2005 06 19,14.6,13 18 00.46 -26 48 33.1,Ia
2005 06 20,16.9,21 55 17.72 -65 30 48.3,?
2005 06 12,18.3,21 02 02.35 -06 17 35.7,IIn
2005 06 05,18.7,13 02 18.72 +28 20 45.5,Ia
2005 06 12,17.9,01 54 43.94 -62 06 32.0,?
2005 06 10,18.5,14 34 44.88 +48 40 19.8,II
2005 06 08,15.8,14 22 06.77 +01 59 35.7,Ia
2005 06 02,18.2,21 10 50.42 +00 12 07.4,Ia
2005 05 28,16.4,15 21 32.21 -07 24 47.5,Ia
2005 05 28,18.5,22 36 32.96 +25 45 35.0,Ib/c
2005 05 16,17.4,10 50 57.60 -02 08 48.2,?
2005 05 19,17.7,13 57 04.85 +41 50 41.8,?
2005 05 13,15.6,19 11 21.95 -57 02 27.4,Ib/c
2005 05 12,20.9,13 32 38.59 +11 48 33.2,Ia
2005 04 29,19.1,18 13 01.73 +29 41 51.5,?
2005 05 02,18.8,13 45 46.91 +22 05 46.8,II
2005 04 27,17.8,13 50 24.95 +68 33 19.4,?
2005 04 28,17.0,13 33 29.73 +33 02 27.8,?
2005 04 20,16.5,14 24 07.44 +26 17 50.3,Ia
2005 04 21,17.4,07 22 18.21 +22 02 39.2,Ia
2005 04 20,18.0,13 07 13.07 +58 08 08.4,?
2005 04 19,17.4,20 10 14.11 -56 38 43.6,Ia
2005 03 28,16.5,21 09 13.09 -63 17 05.6,Ib
2005 04 17,18.3,14 05 37.05 -39 12 04.4,Ic
2005 04 17,18.8,17 09 43.22 +36 25 08.1,?
2005 04 17,15.3,12 49 41.03 -11 05 47.3,Ia
2005 04 07,19.5,12 03 23.91 +35 19 33.0,II
2005 04 03,19.5,15 20 45.10 +36 48 42.5,Ia
2005 04 14,18.8,12 04 12.26 +20 24 24.8,Ia
2005 04 02,18.0,16 02 17.04 +42 54 55.3,Ic
2005 04 11,17.7,16 49 44.74 +17 51 48.7,Ic?
2005 04 11,18.5,16 27 21.27 +39 06 43.2,II
2005 04 10,17.3,11 29 44.00 +22 07 39.1,Ic
2005 03 28,16.2,12 17 17.18 +16 22 17.6,Ia
2005 04 05,18.0,10 23 56.99 -03 11 29.3,Ic/b
2005 04 05,16.1,14 59 32.72 +16 40 11.6,Ia
2005 04 03,17.7,06 12 03.50 +51 52 03.3,Ia
2005 04 02,16.6,14 37 15.05 +38 27 23.1,Ia
2005 04 01,19.8,12 57 11.87 -01 42 17.4,Ic
2005 04 01,17.5,11 37 42.58 +22 00 38.9,II
2005 03 28,17.4,13 05 46.97 +27 44 08.4,Ic
2005 03 27,15.6,11 52 48.07 +44 06 18.4,II
2005 03 26,14.5,05 02 38.11 +86 13 22.2,?
2005 03 24,15.3,19 15 17.44 -54 08 24.9,Ic
2005 03 24,15.4,20 44 37.58 -68 45 10.6,IIn
2005 03 19,15.8,13 16 12.42 +30 56 40.5,II
2005 03 15,16.0,19 09 53.57 -63 49 22.8,Ic
2005 01 21,17.1,10 48 03.52 -20 50 56.5,Ia
2005 03 10,17.7,11 15 19.03 -03 46 18.5,Ib
2005 03 07,17.3,04 31 38.82 -04 35 06.8,IIn
2005 03 03,18.5,13 01 14.84 +27 43 31.4,III?
2005 03 07,16.7,17 44 49.64 +61 54 28.1,Ia
2005 03 03,17.3,12 28 27.35 -24 38 02.4,II?
2005 02 22,17.5,09 16 12.47 -16 18 16.0,Ia
2005 02 24,15.1,13 50 00.33 -30 34 34.2,Ia
2005 02 23,15.7,14 40 32.06 +03 30 37.1,?
2005 02 18,18.0,02 58 48.85 +75 45 13.8,Ic
2005 02 12,15.9,07 10 32.76 +75 21 29.1,Ia
2005 02 10,17.3,06 00 45.77 -58 35 20.8,Ia?
2005 02 10,18.2,14 56 43.65 +09 19 42.5,Ia
2005 02 08,12.8,13 04 44.06 -49 33 59.8,II
